geneID	genename chicken	CH1_RPKM	CH2_RPKM	LWC1_RPKM	LWC2_RPKM	TC1_RPKM	TC2_RPKM	WL_D1_RPKM	WL_D2_RPKM
ENSGALG00000001206	0	1.969785922	2.313184213	1.952052741	0.668496092	2.295980534	2.012225234	0.95411651	1.40911123
ENSGALG00000001207	PLCH2	0.237245425	0.622002048	0.418637128	0.353635237	0.520532771	0.488787047	0.468676726	0.368615045
ENSGALG00000001208	PPP2R3A	12.21892198	20.63301422	15.66232439	16.03428023	17.91948274	16.32589938	16.67131136	17.5715711
ENSGALG00000001209	0	22.35588359	14.44946171	17.36443399	21.28582837	11.05490737	19.03128685	15.8419104	18.04289226
ENSGALG00000001211	0	3.038263026	1.016887079	2.21619655	3.74417432	2.685159357	7.094223602	3.952261885	3.813337028
ENSGALG00000001212	0	0.957308989	0.776855361	0.879095654	0.495065502	0.637621953	0.478988251	0.824350664	0.722450714
ENSGALG00000001213	MSL2	7.372342295	7.978454933	8.675905812	7.432505131	7.48008678	7.135389309	8.84830974	7.701699003
ENSGALG00000001214	PARD6A	0.485912624	0.47183308	0.462739363	0.537473348	0.411912201	0.546282482	0.371933686	0.522891082
ENSGALG00000001217	PCCB	67.39758697	58.23890351	59.97430522	58.74763829	64.73125203	66.40859106	79.72437239	76.91291228
ENSGALG00000001219	PIGU	6.485228567	6.414372051	6.905435166	7.692015096	5.575195508	7.042863965	7.962855523	7.281796214
ENSGALG00000001220	HERPUD1	10.85533349	10.59349914	14.84743645	13.83557473	11.42601177	10.8427862	13.78780223	9.995592145
ENSGALG00000001223	PEX10	23.65730846	21.95031381	23.33917563	20.54435884	23.04133874	28.28543888	28.30352393	23.4880099
ENSGALG00000001225	RABGAP1	12.46900763	18.92626614	14.75813118	16.30447737	15.80214044	14.43570398	14.24901404	13.60592799
ENSGALG00000001226	ABCA2	19.74991958	17.07228333	20.27316162	22.30611874	16.89719237	17.14780418	19.21834598	23.19899233
ENSGALG00000001227	PIK3R6	19.90134842	13.444354	11.58007926	13.0656879	17.67306801	18.76534578	20.22094874	17.71232907
ENSGALG00000001229	SKI	3.551712865	10.48135406	5.580846219	6.708104591	8.617917494	5.709024036	3.767623856	3.308373206
ENSGALG00000001231	SAMHD1	3.285451707	4.515238833	4.882391885	5.143387854	4.896394153	4.578093168	4.882553727	4.420643513
ENSGALG00000001233	RHD	17.33120137	22.43746818	37.15176673	17.33214933	17.36011918	24.52854242	18.0918129	16.86190831
ENSGALG00000001234	CETP	0.023475941	0.082064571	0.100603659	0.042491452	0.159206011	0.219261558	0.10107712	0.103346526
ENSGALG00000001235	ANKRD24	0.015215317	0.066485008	0.065203631	0.082619171	0.051592607	0.071054323	0.117918886	0.120566427
ENSGALG00000001236	ZBTB26	2.763567738	4.168996624	3.84896757	3.15606013	3.486159999	4.161045291	4.150384261	3.142848477
ENSGALG00000001238	STX8	22.82410855	20.40857337	23.98051812	26.99611744	28.12584085	29.66459486	22.91716322	25.48779768
ENSGALG00000001239	SLC26A2	0.652439641	1.639271552	0.55919221	0.910289216	0.783527943	0.528965511	0.632051865	0.454763475
ENSGALG00000001240	SLC25A1	12.08206966	12.40383511	12.50517265	12.40983228	11.14578385	10.54257629	11.25002193	11.66824748
ENSGALG00000001242	0	26.28832107	10.71583278	15.24340282	15.03785922	17.81620669	16.53626472	14.42702101	24.55799394
ENSGALG00000001244	0	0.11921376	0.041673415	0.040870237	0.129466143	0.161693605	0.241244813	0.06159387	0.041984526
ENSGALG00000001245	SIRT6	20.10414733	17.89481863	21.05991463	23.96418995	21.3030676	25.42712588	24.92597476	25.28074992
ENSGALG00000001246	PPARGC1B	9.053042128	6.135194208	5.118897425	2.332730038	5.116226427	3.474150655	3.176020648	3.542541123
ENSGALG00000001250	APLP2	82.82510093	79.97762142	76.96843584	133.7053996	74.01041661	81.14422625	77.04124321	73.00760287
ENSGALG00000001252	CREB3L3	0.273885973	0.273548571	0.201207318	0.601962236	0.199007514	0.395888924	0.20215424	0.275590736
ENSGALG00000001253	RC3H2	1.734978818	10.20013512	2.45787377	2.478510423	5.056483702	3.080180296	2.012594428	1.906288514
ENSGALG00000001255	ARHGEF37	1.534788555	2.076236628	0.873953252	0.475679326	1.532747503	0.605460291	1.457408933	1.342043446
ENSGALG00000001256	NLRC5	0.373498055	1.097094221	0.586881679	0.394351693	0.888287789	0.93670337	0.652181626	0.703362883
ENSGALG00000001258	NUMA1	35.36746545	20.10056667	29.91646169	29.79486671	30.96107764	29.71388573	28.05139599	32.9552137
ENSGALG00000001261	CFAP52	0.013621229	0.023807786	0.035023402	0.012327212	0.01154683	0	0.01172941	0.023985522
ENSGALG00000001262	CLIC4	111.4968112	117.6028321	146.5961549	194.1196979	139.6105185	148.9721074	182.0984283	181.610858
ENSGALG00000001263	GTF2IRD1	4.849450556	3.314754221	6.115788992	8.887224253	4.551375554	5.149393931	5.39887074	4.971128409
ENSGALG00000001264	PLXNA2	0.878917444	0.893612775	0.753301542	1.570045259	0.969072354	0.8360967	0.633178964	0.445084226
ENSGALG00000001267	MAP2K2	23.7681981	16.10920765	22.83090249	21.11064847	20.58515542	23.59658757	24.61753784	24.58716148
ENSGALG00000001269	0	0	0.010718036	0	0.022198369	0	0	0.021121869	0
ENSGALG00000001270	PRKCZ	4.152731932	5.523801295	3.794755191	4.034562247	4.581574254	3.588642414	3.944083518	3.898215718
ENSGALG00000001271	C17orf105	1.163590095	3.135401826	2.493221119	4.738720624	0.328795023	2.113172988	0.751486415	0.85373217
ENSGALG00000001273	C2CD4C	0.092260259	0	0	0.125243301	0	0.035904007	0	0
ENSGALG00000001275	PDCL	16.67371716	20.07966796	20.72395615	20.84558416	15.54303747	12.62071984	15.8381455	17.30359885
ENSGALG00000001277	STAG1	4.916817923	9.364403032	6.686202161	6.451418018	6.625770536	6.513801272	5.906915639	6.276383677
ENSGALG00000001278	PRDM10	3.963407474	6.234676762	5.048029674	5.563840585	7.305641447	5.480899978	5.262276353	5.250581769
ENSGALG00000001279	ZNF652	16.27573396	18.4085165	16.46140993	17.33444153	17.14652693	16.17070482	15.63757922	16.28817732
ENSGALG00000001281	PHOSPHO1	4.213966572	4.534868493	6.477183818	5.799253784	3.158900655	6.396994368	6.027838778	6.316490006
ENSGALG00000001282	GABRD	0.082483034	0.216251235	0.117824105	0.223941436	0.279686236	0.342390421	0.473514437	0.242072944
ENSGALG00000001283	SRRM1	57.38661545	60.70515884	59.32706193	60.12433694	65.97893567	57.31503455	54.88069995	58.26505174
ENSGALG00000001285	SLC35G2	5.207442242	5.001888735	6.031335878	6.920503028	4.056468698	5.0024217	5.857729866	6.195774731
ENSGALG00000001287	ABI3	2.094790111	2.492845393	1.871800288	1.573098221	2.455853681	1.977314551	1.228153048	1.334210798
ENSGALG00000001288	CFAP74	0.073214107	0.230340331	0.087850367	0.1987763	0.111715582	0.136761628	0.239573194	0.103137745
ENSGALG00000001289	SHC2	1.614538877	1.841158365	2.025054301	3.492523215	1.301894318	1.655071116	2.543230764	1.889574544
ENSGALG00000001291	CLIP2	5.911150653	5.145385542	7.639692112	10.9326965	5.527932833	4.655538444	5.999123346	5.493586928
ENSGALG00000001293	IGF2BP1	7.967263761	7.591176375	9.712844151	8.043340997	8.850799961	7.65620902	9.287964535	9.407865961
ENSGALG00000001295	SCLY	13.0718922	11.31729949	11.7259565	12.93309846	12.57930366	13.20975035	10.28553976	11.37496055
ENSGALG00000001298	RFC2	38.0807395	29.44411567	30.81440856	27.64267115	29.16220814	41.71543341	42.94618464	40.78790295
ENSGALG00000001299	GIP	0.172319682	0.225890963	0.073845777	0.077974656	0.292153676	0.134119873	0	0.075859114
ENSGALG00000001300	0	0.547430973	1.104027729	0.577466465	0.533534644	1.070911895	0.753827712	0.398876595	0.29660528
ENSGALG00000001301	CLTCL1	23.30756213	41.84208494	30.5259417	28.50838103	27.71162099	28.15466642	27.44585485	28.87997308
ENSGALG00000001302	0	59.85823287	64.11803392	60.70403908	66.51921636	52.27309944	58.56142394	66.40335436	59.53260531
ENSGALG00000001304	TMEM52	15.98759055	19.35557956	14.79213094	10.35379824	8.910871869	11.26380764	11.91465729	10.20202745
ENSGALG00000001305	LAT2	0	0	0	0	0.031877339	0	0	0
ENSGALG00000001306	NFRKB	5.342608323	5.764038647	5.727524529	5.732775308	5.015801631	5.329886332	6.16658405	6.013917958
ENSGALG00000001309	SNF8	40.31560196	37.79709981	35.9751602	37.87114933	39.25899389	41.01043419	40.97837692	42.06692481
ENSGALG00000001310	TRNAU1AP	9.194471656	11.20243136	10.98652507	10.38606168	10.35437939	10.44706884	10.0557696	9.395203961
ENSGALG00000001311	ARHGAP44	0.356468687	1.225335038	0.142576825	0.645208318	0.181308895	0.240453847	0.28649564	0.355698412
ENSGALG00000001312	SNAP29	10.09460464	17.86944728	11.66580065	11.45012183	9.922693574	10.77563314	11.31836558	10.0244377
ENSGALG00000001313	EIF4H	106.4727293	102.2193611	103.0404336	112.8950151	88.4940777	91.88205192	114.8983519	111.4249674
ENSGALG00000001314	PTGS1	4.574417431	7.066329478	7.979323337	19.64969984	6.635905558	7.471743633	8.100095791	7.487800289
ENSGALG00000001315	UBE2Z	10.0045531	8.957319057	9.974640265	10.45843305	7.200147919	7.818527462	9.880929122	9.096095421
ENSGALG00000001316	CPNE2	6.249660631	3.079915281	7.007688921	8.802858382	4.620715797	5.156822181	9.468485233	8.812259438
ENSGALG00000001317	0	32.3037584	23.43379728	29.83386018	33.49298516	23.85727796	32.44980456	34.43851642	33.1404589
ENSGALG00000001318	CSK	7.300890407	5.855240518	6.964667613	8.133317416	7.359922752	8.097811502	6.881592998	7.036100039
ENSGALG00000001319	CAMK1G	9.028455457	10.15720037	22.58216803	16.7557959	21.71006139	14.17282349	20.91454077	21.89912883
ENSGALG00000001320	CYP1A1	0.0633376	0.027676064	0.027142658	0.057320528	0	0.049296928	0	0.027882678
ENSGALG00000001323	0	0	0.018623621	0	0.019285903	0	0	0	0
ENSGALG00000001325	CYP1A4	0.449936551	0.270331523	0.144611661	0.152697216	0.309899674	0.306420331	0	0.074277183
ENSGALG00000001327	AIRE	1.451907933	1.189551004	0.622199783	1.231853127	0.576934929	0.918164923	0.429775486	0.838902081
ENSGALG00000001328	BSG	674.5472656	668.2390296	740.6205065	692.0025586	821.2107025	659.7477721	626.5300572	594.4806108
ENSGALG00000001329	EPB41	11.97047011	9.401677354	16.95644124	12.17437215	6.199417615	13.57085684	11.8159925	11.55601439
ENSGALG00000001330	0	1484.827153	1637.404756	1231.517337	1148.101328	1230.972034	1323.56326	1307.410087	1511.196058
ENSGALG00000001331	ST14	12.61594143	8.399438414	10.86402137	8.842202853	25.03287793	12.1888684	14.5135506	13.22757507
ENSGALG00000001332	RBL1	10.30377132	10.63215523	10.99727411	12.9085687	11.74442827	15.84813153	14.08002321	13.83760196
ENSGALG00000001333	MRRF	21.75219557	18.85020188	24.66658154	19.93352932	22.97847675	23.48913257	21.84856725	22.39268712
ENSGALG00000001334	GNB1	113.9471805	113.8406731	123.5033544	148.3856854	105.6855936	112.2193384	130.2474896	125.9703783
ENSGALG00000001335	FAM18B1	24.63509922	30.67845949	27.35829671	32.30665233	25.20644546	31.27061953	30.73995569	27.84287175
ENSGALG00000001337	EDC3	12.90757871	10.69898545	14.06075033	13.26413815	11.73535644	12.51944066	13.53299834	13.05608183
ENSGALG00000001341	ZBTB44	2.179477524	10.82667905	3.539338229	3.296029568	6.831115001	5.401475592	2.938634809	2.297645759
ENSGALG00000001342	HCN2	0.681665819	0.826325191	0.621934339	1.154214147	0.633775162	0.393636997	0.416574191	0.387206551
ENSGALG00000001343	LAMB3	12.5569665	11.74944612	30.72329673	18.72689101	22.40391395	13.8924695	24.69713998	26.65531875
ENSGALG00000001345	0	1.03656727	2.37340305	1.243787821	1.707329936	1.511375622	1.920139131	1.856609983	1.387215577
ENSGALG00000001346	0	27.56841826	32.44476797	22.9982197	37.50729221	29.52407356	19.66896637	31.96920337	33.81970019
ENSGALG00000001347	LHX6	6.115891289	9.782015238	9.000073422	6.474767122	6.505070493	7.409622555	11.27819512	6.807091172
ENSGALG00000001348	TEKT3	0	0.04101568	0	0	0.019892698	0.036528804	0.020207243	0.041321881
ENSGALG00000001350	RSPRY1	4.326856705	4.813739753	5.404100634	5.294065699	5.188165948	4.8078057	4.522568463	5.125368721
ENSGALG00000001352	MORN5	7.566171515	8.664320201	8.329620852	5.607772334	6.745660776	6.345801094	10.50315208	7.12102901
ENSGALG00000001355	NDUFA8	162.3239942	177.5954599	142.4817601	130.7358032	111.8939608	151.5618403	157.2579975	134.5044985
ENSGALG00000001359	NADK	6.539266778	9.998246395	8.359858704	7.975521933	7.211589326	5.298936535	7.073012102	6.338601444
ENSGALG00000001362	CLK3	18.48463544	16.21474696	20.62832303	16.32058042	19.57962565	17.8150016	18.84399128	16.33579744
ENSGALG00000001363	MYBBP1A	7.146386894	9.207351144	7.577456669	7.537467601	6.815308532	7.913832155	8.303162539	8.478020778
ENSGALG00000001364	CSNK1A1	96.80782285	94.61234552	105.3904061	99.32245756	82.11148307	90.56269315	106.2657456	97.88829826
ENSGALG00000001366	CASP9	4.234368824	3.810971357	3.981273309	4.318266171	4.098470281	4.672999511	4.380963309	4.562791357
ENSGALG00000001369	0	0	0	0.150145642	0.039635153	0.074252048	0	0	0
ENSGALG00000001370	ADAMTS8	13.93046801	14.17418148	12.0461121	19.42840068	10.43828988	8.402831585	13.92357927	13.99527432
ENSGALG00000001371	0	0.291677933	0.305884544	0	0.316762233	0.395612523	0.18161504	0.050233498	0.102722704
ENSGALG00000001373	TRAF3IP3	2.236935911	2.351998313	3.74459069	2.340743699	1.659235645	4.434242311	2.588402876	2.184916244
ENSGALG00000001374	SLC35E2B	15.15653437	18.66126533	16.81026502	18.44083158	15.95365555	15.11109796	17.2179646	16.47570501
ENSGALG00000001375	COX10	16.40716567	11.89835325	17.81798657	15.45718046	16.79385589	18.63948029	17.97204488	18.23199815
ENSGALG00000001376	ARID3B	13.43151076	10.81426239	12.79095961	10.86117967	11.72863856	19.77067166	12.82438318	11.66147791
ENSGALG00000001377	POLRMT	11.80592693	11.12460849	12.30982844	12.41663592	9.656228634	12.55384616	12.43691898	13.67075097
ENSGALG00000001378	C1orf74	3.9535618	3.647055236	4.141517303	4.306819834	5.337522241	6.154273279	5.043646196	3.99658762
ENSGALG00000001381	ACTG1	79.45193031	57.63154039	85.29855025	102.9053395	62.45896795	73.26134468	90.86537167	90.38107553
ENSGALG00000001382	CDC2L1	25.45586584	28.68964016	29.11870928	27.63605342	27.364559	22.93400864	25.69529751	25.1757109
ENSGALG00000001383	HTR4	0	0.176813931	0.104043701	0.036620337	0	0.125977215	0.278755603	0.142507142
ENSGALG00000001385	FGF22	2.620816862	5.344242701	5.241242236	6.819037818	5.554221015	2.974758584	3.949431428	4.134250288
ENSGALG00000001386	PI4KA	13.18641608	24.30980448	14.27930571	15.31666579	18.46017717	14.31588886	14.31097823	13.57155932
ENSGALG00000001387	SPNS2	0.678193837	2.455424077	1.328607055	1.096009674	1.683666746	2.299926132	1.54343158	1.151575574
ENSGALG00000001389	TTLL11	2.28836652	4.856788368	3.467316812	3.161929982	4.260780328	3.260015561	2.762275998	2.62641467
ENSGALG00000001391	PLLP	0.337125425	1.080278295	0.288943068	0.203399005	0.285784046	0.349855329	0.580605783	0.296820836
ENSGALG00000001392	MMP23B	3.909550295	7.439978167	5.542900284	9.986160585	4.738936966	2.815376434	4.153142312	3.313470655
ENSGALG00000001394	UBL7	10.33899584	8.9538309	10.91652359	11.13232683	9.186836671	13.50062026	13.14002562	13.3253745
ENSGALG00000001396	SERPIND1	1.045373712	3.397357666	1.511945472	4.937267333	3.35083807	2.262923395	1.744107062	0.805345998
ENSGALG00000001398	0	1.181274407	1.433808041	1.012445297	1.595095444	1.573591186	1.525052468	1.332060802	1.469275136
ENSGALG00000001399	RNF126	9.314740943	7.850176189	8.702428763	9.062473917	8.740616344	10.6639447	10.08273213	10.63223327
ENSGALG00000001403	HIC2	0.586305087	1.921443608	0.804015493	1.485697078	1.515897985	1.186465897	0.85828681	0.748504717
ENSGALG00000001404	0	0.081326189	0	0.069702956	0.073600201	0.068940892	0	0	0.143206687
ENSGALG00000001405	IRF6	1.135662145	1.284386176	1.574539988	0.725487694	1.330805433	1.923801248	1.55318736	1.146932124
ENSGALG00000001407	ADAMTS15	14.65660296	14.50692436	14.06787054	30.83137341	13.26567771	7.787368019	11.98014314	14.01459947
ENSGALG00000001409	IL12B	0.027944854	0.048843251	0	0.050580186	0.071067262	0	0.024063661	0
ENSGALG00000001410	SPNS3	0.293969952	0.353246895	0.661382991	0.299298155	0.186900593	0.085801022	0.158213236	0.12941238
ENSGALG00000001411	SRSF4	25.4894915	25.44300903	23.98628771	29.99203073	22.25622646	20.71653751	25.00072374	20.77580951
ENSGALG00000001412	SEMA7A	17.80952244	16.8238952	16.63249291	15.50040691	17.88285458	10.39914804	14.09470591	14.22010626
ENSGALG00000001415	UBE2L3	70.63800242	84.78868142	76.97873061	87.70119275	66.46967805	83.285423	85.59788116	82.62423286
ENSGALG00000001416	ADRA1B	1.160511814	0.839335367	0.342982799	1.37620693	0	0	0.792572974	0.634201041
ENSGALG00000001417	CYP11A1	0.015315788	0	0	0.110886304	0	0	0	0.013484729
ENSGALG00000001418	GUCA1B	0.25944328	1.303715966	0.166772509	0.35219425	0.05498306	0.05048248	0.558524579	0.05710647
ENSGALG00000001419	DAB2IP	12.2439057	13.57902557	15.8312319	12.23781373	15.72190335	11.73063555	13.62608726	12.09119502
ENSGALG00000001420	RALGAPB	14.25912695	11.598241	12.16829036	12.86261203	12.22494023	10.97805519	10.99635677	11.32477144
ENSGALG00000001422	RRP9	5.467113548	6.151457741	5.212893906	7.483453303	5.387627114	8.270975796	6.649766646	5.986790556
ENSGALG00000001424	YDJC	4.748051019	9.699284754	6.918071892	6.499191533	5.735571732	4.75796085	7.56392058	7.420217091
ENSGALG00000001425	SNX19	5.5667735	5.488190865	5.484291447	5.109644282	4.416715792	2.852510221	4.401257641	3.872158114
ENSGALG00000001426	MECR	10.35819344	9.939729857	10.3574198	10.66081508	16.52842793	9.366135691	13.3356302	11.71272693
ENSGALG00000001428	EFHD1	32.93870349	35.27568117	59.27858501	48.77709625	42.50875096	42.63411032	38.88063805	38.97902609
ENSGALG00000001429	TTC1	24.28951228	34.51521889	28.54885927	27.22970275	26.81670476	24.32077626	27.74005408	28.4763314
ENSGALG00000001431	GUCA1A	0.029344926	0	0	0.026557157	0	0	0	0
ENSGALG00000001433	B3GNTL1	2.511817451	4.717200136	2.885702379	3.482340932	3.624321179	2.412550754	2.531120142	2.399734906
ENSGALG00000001434	STOM	25.4758733	24.02332159	30.50485784	30.02859802	27.13735727	37.993119	21.50954043	29.80473053
ENSGALG00000001435	SDF2L1	6.807530591	9.075643578	7.293238018	9.571266371	5.65302926	6.163489023	8.090226014	6.911062914
ENSGALG00000001436	PWWP2A	4.634567783	4.330653128	5.973562614	4.420129861	4.895841789	3.621051047	6.047724055	5.037833383
ENSGALG00000001437	NTM	4.206995249	2.702069264	3.605726603	5.733931731	3.523337579	3.156037579	2.313287726	3.436271986
ENSGALG00000001438	WDR77	31.02025413	34.72823447	35.27530122	34.25068554	27.27005996	41.39669291	41.43549336	40.69974092
ENSGALG00000001439	RANBP10	10.56250443	8.501347055	11.04895286	7.936356614	10.52631979	8.413501495	10.57740537	10.21608049
ENSGALG00000001441	UBE2G1	36.8938994	44.20328125	40.85793353	42.78336875	36.8801542	36.79464792	39.39910075	36.03411718
ENSGALG00000001442	OPCML	0.63372211	1.068088653	0.69833547	1.515727477	0.997678576	0.563701326	0.584684981	0.717374948
ENSGALG00000001443	PTPRU	4.053658276	7.429846566	4.325665887	15.5864255	5.987245968	3.251684719	5.050443905	3.935577337
ENSGALG00000001444	POC1A	8.927215812	9.065853928	8.820280614	7.181449106	5.885969925	8.267108843	8.861790619	9.606586258
ENSGALG00000001445	FABP6	10.52058921	8.766539168	15.51758382	6.642651039	8.503582681	5.998468893	13.06240521	18.74104215
ENSGALG00000001446	GSN	265.5196843	273.7646986	253.933121	252.7619952	404.1499852	192.2018685	339.4604168	202.582975
ENSGALG00000001449	STRA6	0.022457619	0.039252419	0.076991801	0.182917308	0	0.034958433	0	0.039545456
ENSGALG00000001450	IGSF9B	0.589284279	0.560765304	0.493839462	0.604409237	0.088807328	0.234422032	0.405952011	0.322829527
ENSGALG00000001452	ATP5F1	262.3068092	277.652679	302.0244773	234.2057787	223.9628004	281.3400917	284.3170779	251.5371839
ENSGALG00000001453	FAM110D	22.21265527	17.12461217	21.46837935	27.37355282	25.48656169	29.76687582	32.90196508	24.71038112
ENSGALG00000001455	CCNJL	0.113920576	0.265487218	0.358009354	0.412392481	0.193142853	0.32511114	0.098098423	0.234035551
ENSGALG00000001459	TNNC1	5561.139597	4782.343061	5438.184058	4150.633766	4968.140645	6122.492079	5119.585863	4701.002453
ENSGALG00000001462	ADORA3	0.090390605	0.078994346	0.116207812	0.081803497	0.191562182	0.14070565	0.116754709	0.039792037
ENSGALG00000001463	PDIK1L	10.68077	13.10422569	11.93368967	8.346768801	10.34042635	9.077211008	9.735349918	8.879953465
ENSGALG00000001465	RPL38	810.5165739	1045.414226	865.3254219	935.1623222	961.0996427	993.0140946	963.3308504	901.0463846
ENSGALG00000001467	ANKFY1	2.568049358	12.49360756	3.602944813	4.233682865	6.142623752	3.819295124	3.380452288	2.822686607
ENSGALG00000001470	STOML1	5.686739398	4.523046494	3.997762157	6.158451186	3.954054531	4.77422412	4.924432741	4.163014435
ENSGALG00000001472	JAM3	22.60074404	27.72719161	29.05592919	50.07246559	36.89904839	30.87085529	35.31347676	28.42026387
ENSGALG00000001473	MIB2	10.43322343	11.43591528	11.79419621	13.96669406	10.16621086	9.459187985	10.75609638	11.09667205
ENSGALG00000001474	RAB14	47.11458978	59.77177354	50.68749515	57.22512844	47.85615729	47.85914532	49.19115779	47.93049538
ENSGALG00000001475	STMN1	967.9425994	825.0765194	1131.47168	1084.446179	1147.833781	1273.102665	1199.308287	1251.677394
ENSGALG00000001476	RAP1A	83.00433148	106.1400778	104.1615371	86.88282562	92.86650037	102.4216239	96.02067065	93.41939775
ENSGALG00000001478	0	1.937885906	1.583589774	1.660921002	1.913221888	1.386747239	1.410354293	2.080504056	1.927789492
ENSGALG00000001479	CYB5D2	12.494129	12.81648102	16.41352714	14.04539425	11.13452539	12.30099067	16.09229656	15.1059758
ENSGALG00000001480	FAM212B	11.28025356	10.0242098	15.64271453	11.06890715	13.69889429	10.65395505	13.20608476	12.49826576
ENSGALG00000001482	GIGYF2	19.03666167	23.59210228	22.06654384	22.52573232	21.39161954	20.20726151	18.34966455	19.31601626
ENSGALG00000001483	0	26.32200784	24.22227797	32.25042338	39.45170398	33.23109762	32.93617559	35.08534782	34.20093018
ENSGALG00000001485	TOP3B	11.98679122	13.71441954	13.46825057	12.17051093	14.16478502	14.2745574	12.32801235	12.88449598
ENSGALG00000001486	ZAP70	0	0.042334898	0	0	0	0.018851854	0	0
ENSGALG00000001487	RRAGC	11.6914001	11.89829533	12.83264288	13.34535596	11.38154714	10.74345983	12.34094113	12.51840669
ENSGALG00000001489	SSU72	21.55542627	24.32135841	20.65749814	22.34696054	19.99360469	18.93160492	20.24617823	20.79824164
ENSGALG00000001490	KCNJ13	0.104196897	0.182119938	0	0.047149095	0.088328582	0.04054927	0.089725242	0.091739773
ENSGALG00000001491	NCAPD3	9.106459127	6.529916489	9.039069979	9.110091259	8.544367584	10.92440874	11.0029342	10.45048393
ENSGALG00000001492	NDRG3	34.54545438	19.70983059	32.94212094	28.56409213	33.04327128	32.15823484	35.17982666	33.94672943
ENSGALG00000001493	PPM1F	1.702953688	13.69188926	1.532543848	1.733819709	4.475185126	3.14792735	1.723060628	1.499359289
ENSGALG00000001494	NISCH	13.55743146	19.71260966	15.58170415	14.148148	12.72638179	12.80900478	13.36068299	12.36054201
ENSGALG00000001496	0	2.376457913	17.23776409	2.647855325	2.365763833	7.655264456	5.179005929	1.637117946	1.883109238
ENSGALG00000001500	SLU7	15.32891175	17.99258244	17.66846033	17.36474967	16.95999361	14.58437475	15.20266227	15.45091797
ENSGALG00000001501	MAPK1	23.22445629	41.47326684	27.590925	26.80837759	21.65205211	21.9186947	28.50164027	28.52058834
ENSGALG00000001502	UTP11L	10.9630572	10.3137219	12.98990189	13.01280108	10.90596276	11.39824958	14.24870079	12.15551995
ENSGALG00000001503	TBCD	7.01438384	8.943998279	9.424337531	10.72512641	8.324612707	8.246348052	10.67672496	9.528359186
ENSGALG00000001504	DDX20	7.021690489	8.02792038	8.585020242	8.51839269	7.211085643	9.402361955	8.712110734	7.002085971
ENSGALG00000001505	NGEF	1.400993712	2.163034837	1.601016085	1.887761178	4.869299828	1.575053385	2.091116023	2.220299536
ENSGALG00000001506	PTTG1	53.06395807	31.8281994	64.88377108	64.46241789	49.83756232	74.17418875	67.50079826	59.79840508
ENSGALG00000001512	KCND3	4.501260158	3.024534697	0.818901261	3.247383157	5.021678806	0.644497312	0.694771036	1.009473425
ENSGALG00000001513	CNTRL	4.090807507	8.675163687	5.370522997	4.936241018	7.031951682	4.902284128	4.962456483	4.938094904
ENSGALG00000001515	0	26.75573454	16.7276279	24.15073861	21.63970014	17.78315689	23.4074131	25.05534982	27.23532135
ENSGALG00000001516	FHL3	51.24182968	58.12296531	54.27208114	56.44154743	62.34384207	56.91012049	54.98475005	52.15185578
ENSGALG00000001518	ZNF750	0.033096788	0.028924014	0.751713757	0.014976297	0.056112849	0	0.014250028	0.029139945
ENSGALG00000001519	NEU2	0.168318064	0.036774218	0.540981941	0.076163923	0.142684633	0.229259334	0.108705582	0.037048755
ENSGALG00000001521	VPS26B	10.31064839	6.200025214	10.25582914	10.829255	6.615457779	7.620054517	9.978273938	9.577677219
ENSGALG00000001522	PHF20	16.5485228	19.53453145	18.06329413	19.53223445	20.5568251	18.11393813	17.14545616	17.89424841
ENSGALG00000001525	CALCOCO2	12.50614548	16.48547796	13.41935253	13.728039	13.05989802	11.99089392	12.91823437	11.4406269
ENSGALG00000001527	VWA1	9.520333828	6.276836763	8.926902897	10.94143313	10.3112711	9.000037858	9.31352415	8.33578137
ENSGALG00000001529	THYN1	62.64174421	61.55743179	58.65409379	62.27655912	67.46744939	73.40689983	65.27071548	62.54134186
ENSGALG00000001531	FN3K	0.635758646	2.184096595	1.484369907	2.896647905	1.486725323	2.201112485	1.963303638	1.717857602
ENSGALG00000001532	WNT2B	0.568486011	0.6878942	1.574151373	2.097494713	0.296560217	0.987035282	0.640155094	0.385016469
ENSGALG00000001533	TSNAXIP1	0.416330401	0.5861872	0.495594412	0.397711177	0.725460579	0.432051096	0.398341423	0.183278282
ENSGALG00000001534	TMEM88	0.100494927	0	0.172264151	0.090947909	0.340761567	0.156434445	0.173074861	0.176960776
ENSGALG00000001535	STAB1	11.38507841	10.51664367	14.11133444	16.83357804	11.67000265	11.04729421	15.80603982	12.97053189
ENSGALG00000001536	0	15.18669771	11.35104449	16.36366423	18.79108587	10.42538769	11.57975104	15.1892439	15.56226436
ENSGALG00000001538	ST7L	11.04894967	14.3466528	11.18270846	12.14385195	10.9152339	11.88836312	12.26790575	12.06574506
ENSGALG00000001540	SF3A3	31.70099525	32.26348632	35.1447497	36.08729619	32.30981078	37.60513728	35.85382119	36.24922333
ENSGALG00000001542	MRPL20	61.61439642	65.21003834	58.38081497	57.40307086	57.678449	71.08038534	69.78775534	65.76342318
ENSGALG00000001544	ADAMTS10	3.920386384	5.600843045	4.730325685	9.184408665	6.882386932	4.014319388	4.728645037	4.332972203
ENSGALG00000001545	RAB40B	1.122768748	1.139472467	1.086469249	0.917772898	1.013185664	1.240336568	1.185146595	1.179867458
